ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
4,2,2,19,163,2018,10404,1685,655000,5,5,42162,107,1197,0,10,8,7,26,6,22.56,88.5,113.0,16.0,0
4,2,2,19,146,2016,3986,1899,525000,2,5,48041,138,998,0,11,10,9,19,7,23.1,67.04,90.0,16.0,0
4,2,3,27,230,2020,7191,833,442000,5,5,43285,117,999,1,12,10,7,22,8,23.01,67.0,91.0,16.0,0
4,2,1,9,76,2012,1655,754,476000,2,5,44326,108,1197,1,11,11,13,20,4,18.5,82.85,113.7,14.0,0
4,2,2,31,285,2017,1941,1055,865000,2,5,62984,107,1197,0,14,11,14,20,8,17.21,103.5,175.0,16.0,0
4,2,2,19,163,2010,10403,1676,338000,2,5,99276,139,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,8,2,9,69,2018,1452,387,1299000,2,5,42812,141,1591,0,21,11,16,24,8,13.0,121.3,151.0,17.0,0
4,2,1,19,163,2013,10405,1891,492000,2,5,57770,109,1197,1,16,9,12,25,11,22.38,88.5,113.0,15.0,0
4,2,3,9,73,2017,5606,101,544000,4,5,42220,107,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
1,8,1,16,134,2016,3809,784,1365000,5,7,66977,109,2179,0,23,10,17,30,8,16.0,140.0,330.0,17.0,0
4,8,1,9,85,2021,7924,1559,1085000,4,5,29916,120,998,1,20,12,18,29,10,18.0,118.35,171.6,16.0,0
4,7,1,28,241,2022,8693,34,1488000,4,5,10066,109,999,0,22,12,13,29,11,18.07,113.98,178.0,16.0,0
4,7,2,28,240,2019,5496,364,939000,2,5,39243,109,1598,0,23,13,11,28,6,14.84,103.2,153.0,15.0,0
4,7,2,28,240,2017,5496,364,888000,5,5,36309,144,1598,0,23,13,11,28,6,14.84,103.2,153.0,15.0,0
4,2,1,19,146,2014,3982,1689,425000,4,5,69408,123,998,0,10,9,5,13,0,23.1,67.04,90.0,16.0,0
4,7,2,8,56,2019,6421,1625,818000,5,5,12064,105,1199,0,18,12,10,27,8,19.0,88.76,110.0,16.0,0
1,7,1,20,186,2013,4611,967,1944000,2,5,74000,139,2143,0,19,12,12,26,6,14.21,203.0,500.0,17.0,0
4,2,1,19,163,2018,6325,739,695000,2,5,18000,139,1197,0,11,11,5,25,7,22.0,81.8,113.0,16.0,0
4,7,1,31,290,2010,2009,1292,475000,2,5,59000,139,1598,0,16,12,10,13,7,14.4,103.6,153.0,15.0,0
4,2,1,9,73,2018,5602,91,551000,2,5,17190,107,1197,1,13,8,8,23,6,18.9,81.86,179.23388467374812,16.0,0
4,2,1,19,170,2013,4350,1694,352000,2,5,58323,106,998,1,9,8,10,16,4,18.9,67.1,90.0,14.0,0
4,7,1,8,59,2015,1213,1114,600000,2,5,40765,107,1497,1,17,12,7,22,6,17.8,117.3,145.0,16.0,0
4,2,2,19,146,2016,10360,1894,479000,4,5,58198,139,998,0,11,9,10,25,7,26.0,65.71,89.0,16.0,0
4,2,1,9,73,2019,5604,98,559000,5,5,42976,108,1197,1,16,9,13,24,7,18.9,81.86,179.23388467374812,16.0,0
1,8,1,9,84,2017,1773,777,1519000,2,7,104507,109,1995,0,0,0,0,0,0,0.0,106.46522829131652,179.23388467374812,16.0,0
4,7,1,19,164,2012,10244,1676,409000,4,5,44074,105,1197,1,15,10,9,24,8,22.41,88.5,113.0,16.0,0
4,2,1,19,170,2017,6741,1685,539000,2,5,21000,109,998,0,8,9,5,25,6,21.79,67.05,90.0,16.0,0
4,2,1,19,163,2021,10403,1676,737000,4,5,14089,106,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
1,7,2,8,59,2014,1284,1107,526000,2,5,94378,120,1498,1,17,10,5,22,3,26.0,98.6,200.0,16.0,0
1,8,1,16,134,2016,3809,784,1350000,2,7,71000,141,2179,0,23,10,17,30,8,16.0,140.0,330.0,17.0,0
1,8,1,30,271,2018,5503,552,3194000,2,7,174000,108,2755,1,28,12,15,35,11,14.24,174.5,420.0,17.0,0
4,2,2,9,73,2016,1523,767,585000,2,5,58000,107,1197,0,15,11,14,20,7,18.9,82.0,114.0,14.0,0
1,8,2,0,7,2014,100,470,1495000,5,5,113000,139,1968,0,20,12,14,29,5,15.73,174.33,380.0,16.0,0
1,8,2,32,297,2010,6209,886,1090000,2,7,170402,124,2400,0,20,13,17,28,6,11.1,200.0,420.0,17.0,0
1,7,2,0,3,2016,5705,629,2100000,2,5,30000,107,1968,0,23,13,14,34,10,18.25,187.74,400.0,17.0,0
4,7,1,19,164,2014,4238,1676,590000,2,5,59000,139,1197,1,13,9,8,17,4,19.1,85.8,114.0,14.0,0
1,8,1,16,134,2021,7801,1724,1898999,2,7,25883,106,2179,1,23,11,21,30,11,15.1,152.87,360.0,16.0,0
4,8,1,31,287,2021,8610,49,1545000,2,5,32746,107,999,1,23,12,23,32,12,20.08,113.98,178.0,17.0,0
4,7,1,28,239,2017,3098,1515,1895000,2,5,35038,139,1798,0,25,12,16,32,8,14.7,177.5,250.0,16.0,0
4,2,3,6,53,2018,6335,1590,540000,2,5,38995,105,1194,1,15,10,13,29,8,19.0,94.68,120.0,15.0,0
4,2,1,19,163,2013,10405,1891,491000,2,5,61102,107,1197,1,16,9,12,25,11,22.38,88.5,113.0,15.0,0
1,8,2,28,243,2012,3233,731,625000,2,5,132000,109,1968,1,19,12,14,20,5,17.67,138.08,320.0,16.0,0
4,2,1,19,162,2021,7173,1716,436000,5,5,52288,129,998,1,8,6,5,20,10,21.7,65.71,89.0,16.0,0
4,2,1,8,62,2017,1340,154,616000,2,5,69054,109,1199,0,13,12,12,22,9,19.0,88.7,110.0,15.0,0
4,8,1,27,227,2015,5064,1298,675000,2,5,67000,107,1598,1,15,9,7,21,4,13.24,102.57,145.0,16.0,0
1,7,2,19,164,2015,4209,1635,533000,2,5,51745,109,1248,1,12,9,10,19,6,26.59,74.0,190.0,16.0,0
4,0,1,0,2,2015,10,645,3495000,2,4,22000,107,1798,0,19,14,13,27,7,16.6,177.0,250.0,17.0,0
4,2,2,9,73,2017,5607,87,626000,2,5,11268,141,1197,1,19,11,14,24,7,18.9,81.86,179.23388467374812,14.0,0
4,2,1,29,261,2020,7376,1816,632000,6,5,24357,109,1199,1,10,11,12,20,10,20.09,84.82,179.23388467374812,16.0,0
1,5,2,30,276,2016,7314,508,1775000,2,8,157000,107,2393,1,25,15,18,32,11,13.68,147.51,343.0,16.0,0
4,7,1,8,59,2018,1248,330,1000000,2,5,9982,105,1497,1,17,11,9,20,5,17.0,106.46522829131652,179.23388467374812,15.0,0
1,7,1,0,1,2020,5740,629,2875000,2,5,22000,141,1968,0,18,14,14,30,7,20.38,143.0,320.0,17.0,0
4,8,1,9,85,2020,7924,1559,1085000,2,5,27000,109,998,1,20,12,18,29,10,18.0,118.35,171.6,16.0,0
1,7,2,1,14,2017,5940,611,2275000,2,5,68000,109,1995,0,29,15,16,33,9,22.69,187.74,400.0,18.0,0
4,8,1,9,85,2022,7681,1553,1365000,2,5,19000,107,998,0,23,12,18,35,11,18.15,118.35,172.0,16.0,0
1,8,2,1,20,2012,344,1428,1550000,5,5,41000,139,1995,0,20,11,14,27,4,17.05,184.0,380.0,17.0,0
1,8,1,1,20,2018,338,1426,3025000,2,5,49000,106,1995,0,29,15,17,36,9,20.68,188.0,400.0,17.0,0
1,7,2,1,17,2018,250,681,4275000,2,5,45000,107,1995,0,29,15,20,37,13,20.37,187.74,400.0,16.0,0
1,8,2,1,23,2016,370,1763,4450000,2,5,75000,106,2993,0,19,11,15,23,6,11.7,245.0,540.0,18.0,0
4,2,1,19,146,2015,10357,1891,483000,4,5,39613,108,998,1,12,9,10,24,7,25.24,65.71,89.0,16.0,0
4,7,2,8,59,2018,5630,1126,1007000,5,5,68906,108,1497,0,27,12,13,29,9,18.0,117.6,145.0,16.0,0
4,8,1,27,227,2019,7017,1354,994999,2,5,33000,123,1498,0,13,9,8,24,21,13.9,105.0,142.0,16.0,0
4,7,1,19,164,2016,10246,1891,573000,2,5,71423,141,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
4,7,1,19,164,2015,10246,1891,658000,2,5,17811,141,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
1,8,1,9,69,2017,6439,372,1245000,2,5,79000,108,1582,0,27,12,16,30,8,17.6,126.2,179.23388467374812,17.0,0
4,2,1,19,143,2020,5920,78,906000,6,5,9724,106,1197,0,15,12,13,28,9,21.4,83.1,115.0,16.0,0
4,8,1,9,69,2019,6430,370,1195000,2,5,75000,141,1591,1,28,12,15,30,9,15.8,121.3,151.0,17.0,0
4,7,1,30,280,2021,7285,1021,1031000,2,5,20754,134,1496,1,22,11,13,26,3,17.1,105.94,140.0,16.0,0
4,2,3,9,73,2015,1549,1481,413000,2,5,50510,108,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,0
4,2,1,9,73,2019,7467,1502,624000,2,5,35000,108,1197,1,16,9,13,24,7,18.9,81.86,179.23388467374812,16.0,0
1,7,3,9,86,2011,1817,370,465000,2,5,85000,108,1582,1,14,11,10,23,8,22.32,126.32,259.8,16.0,0
4,7,1,8,59,2018,1217,1112,1050000,5,5,48979,107,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,0
4,8,2,29,253,2017,5994,127,725000,2,5,46000,110,1198,1,17,12,10,23,8,17.0,108.5,170.0,16.0,0
1,8,1,16,129,2020,8075,1180,1800000,2,4,9000,105,2184,0,12,10,6,24,9,0.0,130.0,300.0,18.0,0
1,7,2,6,47,2018,6627,1599,650000,5,5,70000,107,1498,1,17,10,10,25,8,26.1,99.23,215.0,16.0,0
1,7,2,32,293,2014,2061,880,1395000,5,5,78000,107,1969,0,22,13,11,29,7,27.03,190.0,400.0,17.0,0
1,7,1,8,56,2021,7450,1668,865000,2,5,1500,110,1498,1,20,12,10,29,11,24.7,98.63,200.0,16.0,0
1,7,2,1,17,2011,5293,682,1423000,2,5,70000,139,1995,0,19,12,12,27,6,18.48,177.0,35.7,17.0,0
1,8,1,21,200,2023,9296,1416,4399000,2,6,8187,138,1996,0,29,13,20,32,12,13.92,158.79,373.5,19.0,0
4,7,3,19,164,2014,10246,1891,475000,2,5,81777,138,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
4,7,2,8,59,2016,1217,1112,747000,2,5,48698,139,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,0
4,8,1,13,103,2020,7122,1061,1590000,2,5,21000,107,1353,0,24,14,20,34,10,16.5,138.08,179.23388467374812,17.0,0
4,2,2,9,73,2016,1523,767,520000,2,5,67771,109,1197,0,15,11,14,20,7,18.9,82.0,114.0,14.0,0
4,7,1,19,164,2015,10244,1676,530000,4,5,60386,141,1197,1,15,10,9,24,8,22.41,88.5,113.0,16.0,0
4,2,1,29,261,2018,5653,130,595000,2,5,48928,107,1199,0,17,11,13,24,8,23.84,83.83,114.0,14.0,0
4,2,1,9,76,2010,1655,754,312000,4,5,111374,139,1197,1,11,11,13,20,4,18.5,82.85,113.7,14.0,0
4,8,2,9,69,2017,6429,351,919999,5,5,33000,134,1591,1,18,10,6,28,1,15.8,121.3,151.0,16.0,0
4,2,1,19,141,2021,7277,1718,403000,6,5,40561,138,796,1,6,6,5,17,7,22.05,47.33,69.0,16.0,0
4,2,1,19,163,2013,10403,1676,415000,2,5,92529,120,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,7,1,8,56,2019,1159,1666,850000,2,5,42000,105,1199,0,16,12,9,22,7,18.1,88.7,110.0,14.0,0
1,5,1,13,102,2020,7341,1319,2700000,2,7,55342,107,2199,0,22,11,21,27,9,14.11,197.26,440.0,18.0,0
1,8,1,6,48,2021,7348,1480,1145000,2,5,51000,139,1498,1,25,13,17,36,11,21.7,98.96,215.0,16.0,0
1,8,2,16,134,2018,7799,1739,1275000,2,7,37000,108,2179,1,22,10,16,24,10,15.1,152.87,360.0,16.0,0
4,2,1,8,62,2017,1335,134,645000,2,5,36468,107,1199,1,12,10,7,20,8,18.7,88.7,110.0,16.0,0
4,8,1,16,133,2022,7242,1752,1440000,2,5,11250,138,1197,1,19,11,19,29,11,16.82,108.62,200.0,16.0,0
4,5,1,19,151,2019,7048,1912,1145000,2,7,36000,141,1462,1,20,13,16,30,11,19.01,103.26,138.0,16.0,0
4,8,1,9,85,2019,6946,1554,1225000,5,5,36368,107,998,0,20,11,12,31,6,18.15,118.35,171.6,16.0,0
1,7,2,20,196,2016,4712,1380,5275000,2,5,36000,108,2987,0,25,12,14,29,11,13.5,254.79,620.0,18.0,0
1,8,3,1,21,2017,6276,1772,3800000,2,5,62000,116,1995,0,20,13,12,28,7,18.56,190.0,400.0,17.0,0
4,7,1,8,59,2018,5628,1131,888000,2,5,39466,108,1497,1,26,12,12,27,9,17.4,117.6,145.0,16.0,0
4,2,1,19,163,2014,10403,1676,507000,2,5,49570,106,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,7,2,31,290,2018,2001,151,1019999,2,5,23382,105,1197,0,23,12,13,27,9,18.19,103.2,175.0,15.0,0
4,2,1,19,162,2021,7178,1707,472000,2,5,42954,140,998,1,6,6,5,21,6,21.7,67.05,90.0,16.0,0
4,2,1,19,163,2014,10403,1676,471000,2,5,68306,107,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
1,2,1,9,76,2018,6256,931,821000,2,5,54961,106,1396,1,15,10,9,25,7,22.54,88.76,179.23388467374812,16.0,0
4,2,1,19,163,2015,10403,1676,509999,2,5,91087,105,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,1,27,230,2022,7431,25,599000,4,5,16691,109,999,1,11,7,8,22,9,21.74,67.0,91.0,16.0,0
4,2,1,19,170,2016,4322,1711,401999,2,5,80190,141,998,1,11,10,11,21,6,20.51,67.04,90.0,16.0,0
4,8,1,9,69,2017,5755,392,1002000,5,5,54639,109,1591,1,22,11,16,24,8,15.29,121.3,151.0,17.0,0
4,8,1,19,167,2020,7934,1875,975000,2,5,50225,141,1462,1,16,9,13,25,11,18.55,103.25,138.0,16.0,0
1,2,1,9,76,2018,6818,770,795000,2,5,68017,108,1396,1,26,12,12,30,8,22.54,88.76,179.23388467374812,16.0,0
4,2,1,31,285,2016,1947,114,550000,2,5,87912,112,1199,1,17,11,16,20,8,16.2,74.0,110.0,15.0,0
4,8,1,29,253,2021,7387,1824,1298000,5,5,2045,138,1199,1,22,13,13,26,9,17.57,118.36,179.23388467374812,16.0,0
4,8,1,19,167,2021,7934,1875,1085000,5,5,24305,114,1462,1,16,9,13,25,11,18.55,103.25,138.0,16.0,0
4,2,1,29,251,2015,8989,1610,335000,2,4,2500,108,624,0,7,6,9,12,6,25.4,37.5,51.0,16.0,0
4,8,1,29,253,2020,7404,1850,1109000,5,5,31489,138,1199,0,18,11,10,23,11,17.05,118.35,170.0,16.0,0
4,7,2,5,41,2014,786,1569,350000,3,5,82268,107,1368,1,17,10,8,18,4,14.6,112.0,207.0,16.0,0
1,8,1,6,48,2019,6093,247,894999,5,5,73834,108,1498,1,17,12,12,27,9,23.0,98.96,205.0,16.0,0
1,8,2,30,271,2014,2251,670,1775000,2,7,73000,109,2982,1,19,11,12,23,10,13.0,168.5,343.0,17.0,0
4,2,1,19,146,2017,6049,1713,466000,2,5,41436,106,998,1,10,7,6,21,0,23.1,67.04,90.0,16.0,0
4,7,2,8,59,2019,5626,1129,924000,6,5,19024,108,1497,1,25,11,11,28,9,17.4,117.6,145.0,15.0,0
1,5,1,16,136,2016,3830,1071,775000,2,8,73000,109,2179,1,16,10,12,19,6,14.02,118.3,280.0,16.0,0
4,2,2,19,141,2020,7277,1718,378000,2,5,73140,112,796,1,6,6,5,17,7,22.05,47.33,69.0,16.0,0
4,2,1,19,163,2015,10403,1676,555000,2,5,29289,107,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,7,1,8,59,2016,1217,1112,899000,2,5,39116,107,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,0
4,2,1,19,141,2019,6905,1208,370000,4,5,41958,139,796,1,7,8,4,14,4,24.7,47.3,69.0,16.0,0
4,8,1,8,65,2018,5475,1127,810000,5,5,26626,107,1199,1,19,11,10,28,7,17.5,88.7,110.0,16.0,0
4,2,1,8,62,2019,6506,1664,774000,5,5,63460,109,1199,0,21,13,13,25,9,18.2,88.7,110.0,15.0,0
4,2,1,9,81,2019,6667,1489,530000,2,5,35711,108,1086,1,14,8,9,22,7,20.3,68.0,99.0,16.0,0
4,8,1,8,65,2020,7895,1661,944999,2,5,20057,110,1199,1,16,11,20,22,11,16.5,88.5,110.0,16.0,0
4,2,1,29,244,2020,6834,1818,880000,5,5,25396,138,1199,1,19,12,15,27,11,19.33,86.83,113.0,16.0,0
1,2,1,9,76,2013,1657,755,525000,2,5,88000,109,1396,1,11,11,13,20,4,21.27,88.76,219.6,14.0,0
4,8,1,12,97,2019,7657,216,1605000,5,5,62000,105,1368,0,15,12,18,25,8,14.1,160.77,250.0,18.0,0
4,7,1,8,59,2020,7901,1673,1170000,3,5,35993,107,1498,1,25,12,14,33,10,18.6,119.35,145.0,16.0,0
4,2,1,9,73,2017,5606,101,650000,2,5,34000,109,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
4,8,1,8,65,2019,5668,1131,875000,2,5,51338,105,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,0
4,2,1,9,73,2015,1549,1481,500000,3,5,74280,107,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,0
1,8,1,14,110,2019,8041,585,9500000,2,5,82000,305,2993,0,24,12,15,27,9,12.65,296.0,400.0,19.0,0
1,7,1,0,4,2015,61,634,2195000,2,5,63773,107,1968,0,20,12,12,30,7,17.68,174.33,380.0,17.0,0
4,2,2,9,73,2015,1549,1481,395000,2,5,101356,121,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,0
0,2,1,19,141,2020,7417,1211,421000,5,4,75591,118,796,1,5,6,4,14,0,0.0,40.36,60.0,16.0,0
4,8,1,9,69,2017,1452,387,1300000,3,5,72208,109,1591,0,21,11,16,24,8,13.0,121.3,151.0,17.0,0
4,2,1,19,163,2014,10403,1676,490000,2,5,51489,107,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,1,19,158,2017,5555,67,520000,5,5,74643,110,1197,0,12,10,12,23,8,20.89,81.8,113.0,15.0,0
1,8,2,1,23,2008,361,1763,1450000,2,5,44000,141,2993,0,23,14,18,27,7,15.3,258.0,560.0,18.0,0
4,2,1,8,62,2017,1340,154,616000,2,5,79575,105,1199,0,13,12,12,22,9,19.0,88.7,110.0,15.0,0
4,8,1,8,65,2018,5668,1131,825000,2,5,54097,108,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,0
4,7,2,8,59,2018,5628,1131,838000,2,5,35288,141,1497,1,26,12,12,27,9,17.4,117.6,145.0,16.0,0
4,2,1,19,163,2019,10404,1685,618000,6,5,70314,109,1197,0,10,8,7,26,6,22.56,88.5,113.0,16.0,0
1,8,2,27,227,2017,5048,423,875000,5,5,96939,108,1461,1,21,13,11,27,9,19.72,108.45,245.0,16.0,0
4,2,2,24,217,2010,3305,1776,390000,2,5,44824,107,1198,1,4,6,1,9,0,18.06,75.0,104.0,14.0,0
1,5,2,30,275,2014,2291,539,1349000,5,7,169219,111,2494,1,10,11,10,13,8,12.99,100.6,200.0,15.0,0
4,7,2,8,59,2012,1262,946,500000,4,5,92673,107,1497,1,10,6,6,17,3,16.8,116.3,146.0,15.0,0
1,8,2,20,188,2014,4634,640,4100000,2,7,79000,106,2987,0,24,14,19,30,9,11.3,254.8,619.0,19.0,0
1,8,1,12,97,2020,7320,445,2190000,6,5,20183,107,1956,0,15,11,15,23,8,17.1,173.0,350.0,17.0,0
4,7,1,30,280,2018,6403,1140,795000,2,5,77130,109,1496,0,13,13,5,25,8,17.8,105.5,140.0,16.0,0
4,8,1,6,48,2017,7354,272,775000,2,5,45000,105,1496,0,24,13,19,35,9,14.7,120.69,149.0,16.0,0
4,2,2,19,143,2017,6782,1881,745000,5,5,27025,106,1197,0,16,11,15,27,11,19.56,81.8,113.0,16.0,0
4,8,1,13,103,2019,7110,1057,1125000,5,5,105153,108,1353,1,23,10,13,27,9,16.1,138.0,179.23388467374812,17.0,0
1,8,1,16,134,2016,3801,1734,1030000,2,7,70509,105,2179,1,19,11,14,22,8,16.0,140.0,330.0,16.0,0
4,2,2,27,230,2020,7433,23,582000,6,5,11662,105,999,0,10,7,8,22,9,22.0,67.0,91.0,16.0,0
4,2,1,9,73,2018,5604,98,615000,5,5,36176,120,1197,1,16,9,13,24,7,18.9,81.86,179.23388467374812,16.0,0
4,2,2,8,62,2015,1340,154,560000,5,5,74342,107,1199,0,13,12,12,22,9,19.0,88.7,110.0,15.0,0
1,2,1,19,143,2016,3968,176,710000,4,5,89837,108,1248,1,15,12,13,28,9,27.39,74.0,190.0,16.0,0
4,2,2,19,163,2015,7084,1676,535000,4,5,11912,141,1197,1,13,10,6,28,7,21.21,81.8,113.0,16.0,0
1,2,2,19,163,2012,4204,1635,446000,4,5,55544,105,1248,1,11,10,9,15,3,22.9,74.0,190.0,14.0,0
4,8,1,6,48,2019,6088,273,1018000,2,5,27027,106,1497,0,21,12,13,33,9,14.8,121.36,150.0,16.0,0
4,7,1,8,59,2017,1217,1112,840000,6,5,56363,105,1497,0,21,14,11,23,7,18.0,117.3,145.0,15.0,0
4,7,2,9,86,2016,1842,389,654000,2,5,42094,108,1591,1,15,9,5,23,4,17.01,121.3,154.9,16.0,0
4,8,1,13,103,2019,7110,1057,1125000,2,5,114912,108,1353,1,23,10,13,27,9,16.1,138.0,179.23388467374812,17.0,0
4,2,1,19,163,2016,6242,1660,585000,5,5,33649,138,1197,1,12,10,6,24,7,22.0,81.8,113.0,16.0,0
4,8,1,13,103,2019,7106,1088,1250000,2,5,54000,109,1497,1,19,11,14,30,9,16.8,113.43,144.0,16.0,0
4,7,2,9,87,2014,1873,93,475000,2,5,69798,105,1197,1,16,9,8,17,4,19.1,82.0,114.0,16.0,0
4,2,2,9,75,2010,1586,1484,310000,2,5,69000,106,1197,1,10,8,4,11,4,20.36,78.9,111.8,13.0,0
1,8,1,12,97,2020,7321,443,2395000,6,5,49001,108,1956,0,17,12,18,25,8,17.1,173.0,350.0,18.0,0
1,7,2,9,86,2017,5962,855,1085000,2,5,57527,134,1582,0,25,12,10,29,10,22.0,126.2,179.23388467374812,16.0,0
1,2,1,5,45,2015,5469,180,475000,2,5,57367,107,1248,1,9,12,7,20,8,20.5,91.7,209.0,16.0,0
4,2,2,19,170,2015,4309,1199,405999,5,5,50936,139,998,1,8,7,6,14,1,20.51,67.04,90.0,16.0,0
1,2,1,9,76,2022,8156,1494,1084000,2,5,23237,106,1493,1,21,10,12,33,10,25.0,98.63,179.23388467374812,16.0,0
4,2,1,19,146,2016,3994,1692,445000,2,5,66596,109,998,0,10,9,5,18,0,23.1,67.04,90.0,16.0,0
1,8,1,16,134,2016,3806,1722,1382000,2,7,36613,105,2179,1,23,12,17,30,8,16.0,140.0,330.0,17.0,0
4,7,1,19,164,2015,4210,1676,601000,5,5,74104,109,1197,1,12,9,10,17,6,20.85,83.14,115.0,16.0,0
4,2,1,9,81,2022,7459,1481,594000,6,5,6777,107,1086,1,12,9,7,22,11,20.3,68.05,99.0,16.0,0
4,8,1,6,48,2020,7352,271,960000,2,5,14560,106,1496,1,22,13,19,34,9,15.9,120.69,149.0,16.0,0
4,2,1,19,162,2021,7175,1717,575000,2,5,27000,115,998,0,7,6,5,21,9,21.7,67.05,90.0,16.0,0
4,7,2,8,59,2015,1285,1112,729000,2,5,90333,107,1497,0,18,12,9,23,4,18.0,117.3,145.0,15.0,0
4,8,1,22,209,2019,6272,847,3575000,2,5,50114,115,1998,0,26,15,17,32,8,16.6,189.08,280.0,18.0,0
1,8,1,19,169,2017,4300,1870,961999,2,5,69301,108,1248,1,22,11,15,27,9,24.3,88.5,200.0,16.0,0
4,2,1,27,230,2021,7431,25,450000,2,5,71306,106,999,1,11,7,8,22,9,21.74,67.0,91.0,16.0,0
4,2,1,19,143,2019,6780,725,849000,5,5,35135,108,1197,0,16,12,16,30,11,19.56,81.8,113.0,16.0,0
1,2,1,19,161,2016,4137,1146,535000,5,5,40561,141,1248,1,5,7,4,13,0,23.2,73.94,190.0,16.0,0
4,2,1,9,76,2012,1641,141,434999,2,5,90000,109,1197,1,14,12,10,19,4,17.0,106.46522829131652,179.23388467374812,14.0,0
4,2,2,8,62,2017,5979,155,685000,2,5,60000,139,1199,0,15,12,12,22,9,19.0,88.7,110.0,15.0,0
1,8,1,1,21,2019,6367,1760,5750000,2,5,30000,106,1995,0,30,14,18,36,12,16.55,187.7,400.0,16.0,0
1,8,2,27,227,2016,5045,702,730000,5,5,60000,108,1461,1,17,11,10,24,9,19.87,83.8,200.0,16.0,0
1,8,1,16,134,2015,3807,1721,1145000,2,7,102000,109,2179,1,23,11,17,30,8,16.0,140.0,330.0,17.0,0
4,2,2,19,170,2015,4333,1676,409999,4,5,41659,109,998,1,5,5,4,11,0,18.9,67.1,90.0,13.0,0
4,7,2,0,3,2009,33,401,1075000,2,5,85300,107,1781,0,17,12,12,20,6,12.3,163.2,22.9,16.0,0
4,7,2,9,86,2017,1786,386,849000,5,5,32483,134,1591,0,18,10,11,25,8,17.01,121.3,154.9,16.0,0
4,2,1,9,76,2018,5694,69,749000,5,5,34376,107,1197,1,19,11,11,26,9,18.6,81.83,114.7,16.0,0
4,8,1,9,69,2017,5362,388,872000,5,5,36540,114,1591,1,16,9,8,23,9,15.29,121.3,151.0,16.0,0
4,2,2,9,76,2011,8988,109,306000,2,5,148625,139,1197,1,14,12,10,19,4,17.0,106.46522829131652,179.23388467374812,14.0,0
1,7,4,0,4,2013,58,589,994999,5,5,81000,83,2967,0,22,13,13,31,11,14.57,241.38,500.0,17.0,0
4,2,2,9,75,2013,1567,989,348000,5,5,5609,141,1086,1,6,7,4,11,0,19.81,68.05,99.04,16.0,0
4,7,1,0,1,2019,5738,638,2425000,5,5,37000,83,1395,0,27,14,17,32,9,19.2,150.0,250.0,16.0,0
4,8,1,9,67,2021,8458,1319,1725000,2,6,6000,139,1999,1,28,14,22,32,11,14.5,156.9,179.23388467374812,16.0,0
1,7,1,27,228,2013,5086,918,500000,4,5,61000,141,1461,1,17,11,11,23,6,21.8,106.46522829131652,240.0,16.0,0
4,2,2,27,230,2018,5641,1,417000,5,5,30285,138,999,0,7,5,6,13,5,24.04,67.0,91.0,16.0,0
1,7,2,31,290,2011,2011,920,399000,5,5,80153,108,1598,1,17,12,10,18,7,20.54,103.6,250.0,15.0,0
4,2,1,9,73,2016,1523,767,541000,2,5,49641,141,1197,0,15,11,14,20,7,18.9,82.0,114.0,14.0,0
4,2,2,19,143,2016,3964,79,568000,2,5,83075,110,1197,0,11,10,12,24,8,21.4,83.1,115.0,16.0,0
4,2,1,19,143,2018,3969,168,730000,2,5,45677,108,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,2,1,19,146,2017,6049,1713,446000,2,5,81849,109,998,1,10,7,6,21,0,23.1,67.04,90.0,16.0,0
1,2,2,19,163,2015,4165,1869,638000,2,5,67791,109,1248,1,15,11,12,24,7,25.2,74.0,190.0,15.0,0
1,8,1,32,298,2018,2092,883,3750000,2,5,38100,109,1969,0,23,12,15,31,11,18.0,190.0,400.0,18.0,0
4,2,1,9,76,2018,5701,70,694000,5,5,65015,133,1197,1,21,11,12,28,9,18.6,81.83,114.7,16.0,0
